suspected_spell_err,num_first_person_use,num_third_person_use,mention_of_emotion,mention_of_substance,mention_of_manic,mention_of_crime,mention_of_selfharm,mention_of_hospitalization,mention_of_societal,mention_of_therapy,mention_of_violence,mention_of_isolation,label
6,1,0,0,0,0,0,0,0,0,0,0,0,0
32,2,0,2,0,0,0,7,0,0,0,4,0,1
4,0,0,2,0,0,0,0,0,0,0,0,0,0
16,0,4,1,1,0,0,0,4,0,0,0,0,1
33,0,0,14,0,0,0,6,1,0,2,0,2,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,1,2,0,0,0,7,0,0,1,3,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,1,0,0,1,0,0,0,0,1,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,2,0,0,0,0,1,0,0,0,1,0,1
9,1,1,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,1,4,0,0,0,2,0,0,0,0,2,1
29,3,3,0,0,0,0,1,1,0,0,2,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,2,2,0,0,0,0,2,0,0,0,0,0
14,0,0,2,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,0,3,0,0,0,2,0,0,0,0,0,1
36,1,2,1,0,0,0,3,0,0,0,1,0,1
4,0,0,0,0,0,0,1,0,0,0,1,0,1
4,1,0,1,0,0,0,5,0,0,0,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
77,1,1,2,2,0,0,5,0,0,0,1,3,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,0,0,0,0,0,1,0,0,1,0,0,1
2,0,1,2,0,0,0,0,0,0,0,1,0,1
17,1,0,2,0,2,0,0,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,1,0,0,0,0,0,0,0,0,0,0,0
32,5,0,2,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,2,0,0,0,0,1
6,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0,0,0,0,0
42,8,4,3,0,0,0,3,0,0,0,1,2,1
30,3,0,3,0,0,0,4,0,0,1,1,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,4,1,2,0,0,0,2,0,0,0,0,0,1
11,0,0,0,0,0,0,1,0,0,1,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,1,2,0,0,0,1,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,1,0,0,0,1,0,0,0,1,0,1
15,0,0,1,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1,0,0,0,1,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,0,0,0,2,0,1,0,0,0,1,0,1
7,0,0,4,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0
8,0,1,1,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,0,0,0,0,0,0,0,0,0,1,0,0
5,0,0,0,1,0,0,0,0,0,0,0,0,1
7,0,2,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,2,0,0,0,0,0,0,0,0,0,1
14,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0,0,0,0,2,0,0,0,1,0,1
23,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,1,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,0,1,0,0,0,0,0,0,0,1
12,4,0,0,0,0,0,3,0,0,0,3,0,1
7,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,1,1
5,1,0,0,0,0,0,3,2,0,4,0,0,1
16,0,0,0,0,0,0,0,0,2,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,0,0,0,0,0,0,0,1,0,1,1,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,2,0,0,0,0,0,0,0,0,2,0
14,0,0,2,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,0,0,0,1,0,0,1,0,0,0
12,1,1,2,0,0,0,3,0,0,0,0,0,1
5,0,4,0,0,0,0,2,0,0,0,2,0,0
6,2,0,0,0,1,0,0,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,4,7,0,0,0,2,1,0,2,3,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,1,0,0,0,0,1,0,1
3,0,0,0,0,0,0,1,0,0,0,1,0,0
13,0,1,1,0,0,0,3,0,0,0,2,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,5,2,2,0,3,2,0,0,2,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,1,0,0,0,1,0,0,0,0,0,0,0
77,7,6,0,0,1,1,4,1,0,0,2,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,2,0,1
3,0,1,1,0,1,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,2,0,1
21,1,1,5,0,0,0,4,0,0,0,2,5,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,2,0,0,0,6,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,2,0,0,0,1,0,1
17,1,1,0,0,0,0,0,0,0,0,0,0,1
10,1,0,0,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,2,0,0,1,0,0,0,1,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1,0,0,0,0,0,0,2,1,0,0,0,0
6,0,0,0,1,0,0,2,0,0,0,0,0,1
6,1,2,1,0,0,0,0,0,0,0,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,1,0,0,0,0,0,0,0,1,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,0,1,0,0,0,0,0,0,0,0,1,1
8,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,0,0,0,0,0,0,0,0,0,1,0,0
13,1,6,0,0,4,0,7,0,0,3,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,0,0,0,0,0,1,0,0,0,0,1,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,1,0,0,0,0,0,0,0,3,0,0,1
22,5,0,2,0,0,0,1,0,0,1,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,2,0,0,0,0,0,0,0,0,0,1
27,0,1,0,0,0,0,1,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1,0,0,0,0,0,1
6,2,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,1,0,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,1,0,1,0,0,0,1,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,0,3,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1,1
11,0,0,0,0,0,0,1,0,0,0,0,1,1
12,0,0,0,0,0,0,1,0,0,1,1,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,0,1,0,0,0,0,0,0,0,0,0,1
16,0,1,0,0,0,0,1,0,0,1,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,1
34,0,0,6,0,2,0,4,0,0,0,2,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,1,0,0,0,1,0,0
13,0,0,0,0,1,0,1,0,0,0,0,0,1
104,7,4,9,0,5,0,10,0,0,2,12,4,1
20,0,0,1,0,0,0,1,0,0,0,1,0,1
18,1,0,1,0,1,0,0,0,1,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
72,9,2,0,0,1,0,1,6,0,9,1,2,1
7,1,0,1,0,0,0,0,0,0,0,0,0,0
11,2,0,0,0,0,0,2,0,0,0,0,0,1
10,0,0,1,0,0,0,2,0,0,0,1,1,1
18,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,0,0,0,0,0,1,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
19,3,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0,0,0,0
220,26,25,18,1,0,1,10,4,0,3,15,2,1
15,3,1,0,0,0,0,2,0,0,0,1,0,1
3,0,2,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,0,0,0,0,1,2,0,0,0,1,0,1
6,1,0,1,0,0,0,0,0,0,0,2,0,1
5,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,1,0,0,0,2,0,0,0,0,0,1
23,1,0,1,0,0,0,3,0,0,0,1,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,2,1,0,3,0,0,1,2,1,1
11,0,0,0,0,0,0,1,0,1,0,1,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0
29,1,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,0,3,0,0,0,3,0,0,0,1,2,1
8,0,1,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,6,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
13,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1,4,0,1,0,0,1
18,1,1,1,1,0,0,3,0,0,1,3,2,1
46,0,0,0,0,0,2,0,0,3,0,2,0,0
5,1,0,1,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,0,0,0,1
22,2,2,1,1,0,0,1,0,0,1,0,0,1
17,0,0,5,0,1,0,3,0,0,0,2,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,1,1,0,0,0,7,0,0,0,9,1,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
19,0,1,1,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,3,0,0,0,2,0,1
1,2,0,0,0,0,0,1,0,0,0,0,0,1
5,0,0,0,0,0,0,1,0,0,0,0,0,1
20,0,0,1,0,1,0,2,0,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,0,0,4,0,1,0,3,0,0,0,2,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,0,2,1,0,0,4,0,0,2,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,0,1,1,0,0,3,0,0,0,0,2,1
199,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0
26,4,1,1,0,0,0,0,0,0,0,1,0,1
6,0,0,0,1,1,0,2,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,0,0,1
13,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0
21,2,0,0,0,0,0,0,0,0,0,0,2,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1,0,0,1,0,0,0,0,0,0,0,2,1
28,0,1,0,0,0,0,2,0,0,1,0,0,1
17,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,3,0,0,0,1,7,0,0,0,1,0,1
25,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1,0,1,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,1,0,0,0,0,0,1,0,0,0,0
29,2,5,0,0,1,0,0,0,0,0,1,0,1
27,1,0,1,2,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,6,0,0,1,0,3,0,0,0,0,0,0
34,2,0,4,0,0,0,3,3,0,3,0,1,1
1,0,0,0,0,0,0,2,0,0,0,0,0,0
19,1,3,2,0,0,0,2,0,0,0,1,0,1
8,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,1,0,1,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0
93,16,13,8,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,0,0,3,0,0,5,0,0,1,2,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,1,0,1
6,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,1,0,0,0,0,0,0,0,0,1,1
5,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,1,0,2,1,0,0,0,1,0,0
20,3,1,0,0,0,0,0,0,0,0,0,1,1
62,2,0,0,0,0,0,1,0,0,0,0,0,0
23,3,1,2,2,0,0,6,0,1,0,0,0,0
14,1,0,0,0,0,0,0,0,0,1,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,5,0,0,0,5,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,1
15,0,0,1,2,0,0,4,0,0,1,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,2,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,3,0,0,0,0,0,0,0,2,1,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,2,2,0,0,0,0,1
32,3,0,1,1,0,0,2,1,0,2,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,1,0,0,0,0,0,0,0,0,0,0
12,2,0,0,0,0,0,1,0,0,0,1,0,1
7,0,1,2,0,0,0,0,0,0,1,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,1,0,0,0,1,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,2,2,0,0,4,0,0,0,2,1,1
4,0,0,0,0,0,0,1,0,0,0,0,0,0
11,2,0,3,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,0,0,0,0,1,0,0,0,1,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,1,3,1,0,0,1,0,0,1,0,0,1
9,0,1,1,0,0,0,3,0,0,0,0,0,0
7,0,0,1,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1,0,0,0,1,0,0,0,0,0,0,0,0
4,1,0,1,0,0,0,0,0,0,0,0,1,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,0,2,0,0,0,4,0,0,0,2,0,1
5,2,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,1,0,0,0,0,0,0,0,0,1,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,2,0,0,0,0
41,1,15,2,0,1,0,5,2,0,6,3,1,1
42,1,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,6,1,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,1,0,0,0,1,0,1
5,0,0,0,0,2,2,0,0,0,0,3,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,2,2,1,0,2,1,0,1,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,1,2,1,0,0,1,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,1,0,0,0,1,0,0
14,0,0,0,1,0,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,1,0,0,0,1,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0
30,0,1,3,0,0,0,1,0,3,0,1,4,1
11,3,0,1,0,0,0,3,0,0,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,0,0,0,0,1,2,0,0,0,1,0,1
21,2,12,2,0,0,0,2,0,0,0,2,0,1
20,2,0,0,0,0,0,2,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,2,1,0,1,0,1,1,1,6,1,0,1
51,8,10,11,0,0,0,6,0,0,3,2,2,1
35,1,0,5,0,0,0,4,0,0,0,1,2,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,1,0,0,0,2,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,0,3,0,0,0,1,0,0,0,1,0,1
47,1,1,1,0,0,0,0,0,0,0,0,1,0
6,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1,0,0,0,0,0,2,0,1,1,0,0,1
3,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,3,0,0,1
3,2,1,2,0,0,0,1,0,0,0,0,3,1
20,3,0,3,0,0,0,8,1,0,1,4,2,1
9,0,0,0,0,0,0,2,0,0,0,0,1,1
9,1,2,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4,0,0,1,0,0,2,0,0,0,1,1,1
13,3,1,2,0,0,0,15,0,0,0,2,1,1
3,0,0,0,0,0,0,1,0,0,0,0,0,1
16,0,1,1,0,0,0,1,0,0,0,1,0,1
22,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1,0,0,0,0,1,1
15,0,0,1,0,0,0,1,0,0,1,1,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,2,0,0,3,0,0,1,1,1,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
75,15,7,7,0,2,3,2,1,4,3,8,1,1
6,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,2,0,0,0,4,0,0,0,3,0,1
14,0,1,2,0,0,0,1,0,0,2,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,1,0,1,0,0,1
11,0,0,0,0,0,0,0,0,0,0,1,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,1,0,0,0,0,2,0,0,0,2,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,1,0,0,0,0,0,0,0,0,0
19,2,0,3,0,0,0,7,0,0,1,1,1,1
19,2,1,1,0,0,0,1,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,0,1,0,0,0,10,0,0,0,6,0,1
4,0,0,0,0,0,0,3,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,1,0,1,0,1,0,0,1,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,2,2,0,0,0,0,0,0,0,4,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,1,0,0,1,0,0,0,0,0,1
30,0,2,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
16,0,0,1,0,0,0,2,0,0,0,2,0,1
3,1,0,1,0,0,0,1,0,0,0,0,0,1
8,0,0,1,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,1,0,0,0,1,0,0
16,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0
