suspected_spell_err,num_first_person_use,num_third_person_use,mention_of_emotion,mention_of_substance,mention_of_manic,mention_of_crime,mention_of_selfharm,mention_of_hospitalization,mention_of_societal,mention_of_therapy,mention_of_violence,mention_of_isolation,label
8,1,0,1,0,0,0,3,0,0,1,2,0,1
6,1,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,2,0,0,0,0
12,1,0,0,0,0,0,1,0,0,0,1,0,1
15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,1
5,0,0,2,0,0,0,0,0,0,0,0,0,1
9,0,1,0,0,0,0,1,0,0,5,0,0,1
5,1,0,0,0,0,0,0,0,0,1,0,0,1
28,2,0,0,0,0,0,1,0,0,0,1,1,1
5,1,0,0,0,0,0,0,0,0,0,0,0,1
11,0,2,1,0,0,0,0,1,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,0
104,5,4,6,1,2,0,10,5,0,4,15,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,2,0,0,2,0,0,0,0,0,1
3,0,0,1,0,0,0,1,0,0,0,1,0,0
4,1,1,0,0,0,0,0,0,0,0,0,0,0
23,1,4,0,0,0,0,0,0,0,0,1,0,0
4,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,2,0,0,0,2,0,1
14,2,0,1,0,2,0,2,0,0,1,0,0,1
15,0,0,0,0,0,0,3,0,0,2,0,0,1
6,0,2,0,0,0,0,2,1,1,1,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,1,0,0,0,1,0,1
14,0,0,0,0,0,0,3,0,0,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1,0,1,0,0,0,1,0,0,0,3,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,0,1,2,0,0,0,0,0,2,0,1
6,1,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,1,0,0,0,0,0,1
66,1,5,1,0,0,0,2,2,0,4,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,0,0,0,0,0,0,0,0
19,1,1,0,0,0,0,1,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,1,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1
47,0,0,1,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,2,0,0,0,0,0,3,0,1
28,5,2,2,0,0,0,0,0,3,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,2,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,2,0,0,0,0,0,1
29,2,0,1,0,0,0,0,0,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,11,2,0,0,0,0,0,0,0,1,1,0,1
8,0,0,0,0,0,0,1,0,0,0,0,0,1
5,1,0,1,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,1,7,0,0,0,0,0,0,0,0,2,1
9,0,2,0,0,0,0,2,0,0,0,1,0,1
2,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1,0,4,1,1,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,1,0,0,0,1,0,1
7,1,0,1,0,1,0,1,0,0,0,0,0,1
9,1,0,4,0,0,0,0,0,0,0,0,0,1
5,0,0,3,0,0,0,1,1,0,1,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0
8,4,0,10,0,0,0,1,0,0,0,0,0,1
30,1,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0
8,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1,0,0,0,1,0,0
18,0,0,4,0,0,0,2,0,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1,0
39,0,0,1,0,5,0,4,1,0,7,3,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
18,0,0,1,1,0,0,0,0,0,0,0,0,0
18,2,2,1,0,0,0,3,0,0,1,2,0,1
17,0,0,1,0,0,0,1,0,0,0,1,0,1
10,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,1
21,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,1,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,1,0,0,3,1
9,1,1,2,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,1,0,0,0,4,2,1,0,4,0,1
4,0,1,1,0,0,0,0,0,0,0,0,1,1
24,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1,0,0,0,1,0,1
27,2,1,1,0,1,0,3,0,0,0,4,0,1
3,1,0,0,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
22,0,0,1,0,0,0,0,0,1,0,1,0,0
9,0,0,1,0,0,0,1,0,0,0,0,0,1
11,0,0,0,0,0,0,4,0,0,0,1,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,2,1,1,0,0,2,1,0,2,1,2,1
65,5,6,3,0,2,0,1,1,0,2,3,0,1
17,0,0,2,0,0,0,1,0,0,1,0,0,1
7,1,0,0,0,0,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,3,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,5,0,0,0,0,0,0,0,0,0,1
16,1,0,0,0,0,0,2,0,0,0,2,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,2,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,1
19,0,0,2,0,0,0,0,0,0,0,0,0,0
5,0,0,1,0,0,0,0,0,0,0,0,0,0
51,0,1,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,2,3,0,0,0,4,2,0,1,2,0,1
19,1,0,0,1,1,0,2,0,0,2,0,1,1
6,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,2,0,1,0,3,0,0,0,2,1,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,2,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,2,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,0,0,0,0,0,0,0
32,5,6,0,0,0,0,0,0,0,1,0,3,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,4,0,0,0,1,0,0,0,2,0,1
12,1,1,0,0,0,0,0,0,0,0,0,0,0
40,2,1,3,0,0,0,3,0,0,0,2,4,1
144,9,2,14,1,1,0,12,0,0,0,8,13,1
2,0,0,1,0,0,0,3,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,1,0,0,0,1,0,1
6,1,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,3,0,0,0,3,0,0
26,0,0,0,0,0,0,2,1,0,0,0,1,1
5,0,1,2,1,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,4,0,0,0,0,0,0,0,0,3,1
8,0,0,0,0,1,0,0,0,0,0,0,0,0
58,0,1,0,1,1,0,1,1,0,3,1,0,0
18,2,2,3,0,0,0,2,0,0,1,0,1,1
40,4,1,3,1,2,1,1,1,1,1,2,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,1,0,0,1,1,0,0,0,0,0,0
4,0,0,0,0,0,0,0,1,0,0,0,0,0
15,2,0,0,0,0,0,4,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,2,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,1
20,2,1,2,0,1,0,4,0,0,0,0,0,1
6,1,0,0,0,0,0,1,1,0,0,1,0,1
11,0,0,1,2,0,0,0,1,0,2,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,2,0,0,0,2,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,0,0,1,1
16,0,1,1,0,0,0,2,2,0,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,1,0,0,0,0,0,0,0,0,0,0
42,6,3,5,0,1,0,5,3,0,1,0,3,1
33,1,1,2,1,6,0,1,2,0,10,0,0,1
18,2,0,1,2,0,0,0,0,0,0,0,0,0
15,0,0,1,2,1,0,4,0,0,0,2,0,1
15,0,2,0,0,0,0,3,0,0,0,1,0,1
51,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,3,0,0,0,4,0,0,0,1,1,1
29,0,0,0,0,0,0,0,0,1,0,0,0,0
54,0,0,0,0,3,0,0,0,0,0,1,0,0
2,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,1,0,1,0,0,0
36,3,1,3,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,0,0,0,1,0,0,0,1,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,2,0,0,0,1,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,0,0,0,3,0,1,0,0,0,1,1,1
5,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1,0,0,0,0,0,1
8,2,0,1,0,0,0,1,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0
98,17,3,4,2,7,1,10,0,0,1,4,1,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,1,0,2,0,0,0,1,0,1
10,0,0,2,0,0,0,1,1,0,0,1,0,1
51,0,1,1,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,0,0,0,0,0,1,1,0,0,1,2,1
7,0,1,1,4,0,0,2,1,0,0,0,1,1
10,0,2,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,1,0,0,0,0,0,0,0,0,1
72,6,15,5,0,1,0,7,1,0,3,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,1,0,1,0,1,0,0,0,0,1,1
3,1,0,0,0,0,0,1,0,0,0,0,0,1
11,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,1
14,3,0,0,3,0,0,2,0,0,0,1,0,1
16,0,1,1,0,0,0,0,0,1,0,0,0,0
9,0,0,0,0,0,0,3,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,2,2,0,0,1,0,0,0,0,0,1
11,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,2,0,0,0,1,0,0,0,0,0,1
7,0,0,1,0,0,0,2,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,0,0,0,0,2,0,0,5,0,0,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,2,0,0,1,0,0,0,1,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,1,0,0,1,0,1
4,0,1,1,0,0,0,1,0,0,0,0,2,1
12,0,0,0,0,0,0,1,0,0,0,0,1,1
5,0,1,0,0,0,0,0,0,0,0,0,0,0
76,2,2,2,0,0,3,0,0,0,0,2,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,0,1,3,0,0,0,0,0,0,0,0,0,1
8,0,0,6,0,0,0,1,0,1,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,1,0,0,0
45,4,0,2,0,0,0,5,0,0,0,0,0,1
6,2,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,3,0,0,0,0,0,0,1,0,1
4,2,0,0,0,0,0,0,0,0,1,1,0,1
22,4,0,1,0,0,0,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,2,0,0,0,0,0,2,0,0,1,1
2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0
4,0,0,1,0,0,0,3,0,0,0,2,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,0,0,0,0,0,0,0,0,0,1
78,2,0,10,0,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,2,0,0,0,1,1,1
7,0,0,3,0,0,0,1,0,0,0,0,2,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,1,0,0,0,0
18,1,0,1,0,0,0,4,0,1,0,2,0,1
1,2,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1,0,0,0,0,0,0,0,0,0,0,0
6,0,0,2,0,1,0,1,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,1,0,0,0,0,0,1
19,4,1,1,0,0,0,1,0,0,0,1,3,1
3,0,0,0,0,0,0,1,0,0,0,0,0,1
4,2,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,4,1,2,0,0,0,6,0,0,2,2,2,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,0,0,2,0,0,5,2,1,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,1,0,0,0,1,1,1
9,0,0,1,0,0,0,0,0,0,0,0,0,1
16,1,0,1,0,0,0,1,0,1,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,0,1,1
6,0,0,1,0,0,0,0,0,0,0,0,1,0
30,2,8,1,0,1,0,1,1,0,0,2,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,1,1,0,0,0,0,0,0,0,1,0,1
20,3,0,0,0,2,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,6,0,0,0,2,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,1,0,0,0,0,1,1,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
54,5,3,5,2,0,0,2,1,0,4,4,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,0,2,0,0,0,0,0,0,0,0,0,0
8,1,0,1,0,0,0,1,0,0,0,1,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0
17,3,0,0,0,0,0,1,0,0,0,0,2,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,1,2,0,3,0,2,0,1
3,0,1,0,0,0,0,1,0,0,0,0,0,1
8,2,1,0,1,0,0,0,0,0,0,0,0,0
11,4,1,1,0,0,0,1,0,0,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,0,0,0,0,0,0,0,1,1
20,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1
14,3,1,0,0,0,0,5,0,0,0,0,2,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3,0,0,1,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1,0,0,1,0,0,1
16,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,2,0,1,0,1,0,0,0,0,2,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,2,0,0,0,1,0,1
10,1,0,2,0,0,0,2,0,0,2,1,1,1
8,1,0,0,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0
12,1,0,1,0,0,0,3,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,1
14,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,2,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,1,0,4,0,0
7,0,1,0,0,0,0,1,0,0,0,0,0,0
15,0,0,0,3,0,0,1,0,0,0,0,0,1
19,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,2,0,0,0,2,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,2,0,0,2,0,1
10,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,0,0,0,0,0,1,0,0,0,2,0,1
11,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,0,0,0,0,0,1,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,1,0,0,1,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,1,0,1
5,0,0,0,1,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,0,2,0,0,4,2,0,3,4,2,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1,0
20,3,5,1,0,0,0,1,0,0,0,0,0,1
23,3,2,0,0,1,0,1,0,0,2,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,1
25,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,1
13,1,0,0,0,0,0,3,0,0,0,0,0,1
25,0,0,0,0,0,0,0,0,0,0,1,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,2,1
14,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,1,0,0,1
42,0,1,1,2,0,0,2,2,1,1,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,2,0,0,0,0,0,0,0,0,1,1
7,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,6,1,0,0,2,0,2,2,2,0,1
14,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,1,0,0,0,0,0,0,0,1,0,0
6,1,0,0,1,0,0,2,0,0,2,0,0,1
23,0,0,1,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0,2,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,1
20,2,2,0,0,0,0,2,0,0,0,0,0,1
62,1,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,0,0,0,0,0,0,0,0,0,0,0
10,0,0,1,0,0,0,1,0,0,0,1,0,1
2,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1
5,1,0,0,0,0,0,4,0,0,0,0,0,1
18,1,0,1,0,1,0,1,0,0,1,0,0,1
13,1,0,0,1,0,0,0,0,0,2,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,2,0,0,0,2,0,1
10,0,0,2,0,0,0,0,0,0,2,0,0,0
6,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,3,0,0,0,0,0,0,2,3,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,1,0,0,0,2,2,0,1,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1,0,0,0,1,0,0
15,1,0,0,0,0,0,0,0,0,0,0,1,1
4,0,0,1,0,0,0,1,0,0,0,1,1,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,1,0,0,1
13,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,2,0,1,0,0,0,0,0,0,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1
20,1,1,1,0,0,0,0,0,0,0,0,0,1
32,1,0,1,0,1,0,2,2,0,2,0,0,1
7,0,2,4,0,0,0,0,0,0,0,0,0,0
78,2,1,6,0,0,0,5,0,0,0,0,0,1
9,1,0,1,0,0,0,0,0,0,0,0,0,1
